"","DEPARTMENT","MUNICIPALITY","PRECINCT","CC","FPV","MTS","UCS","MAS","X21F","PDC","MNR","PAN.BOL","VALID","BLANK","NULL.","VOTES","ELECTORATE","MAS.vote","Turnout"
"9791","Cochabamba","Cochabamba","Colegio Sergio Almaraz Paz",101,0,1,0,83,4,9,0,2,200,0,8,208,228,0.415,0.912
"9792","Cochabamba","Cochabamba","Colegio Sergio Almaraz Paz",116,0,0,0,65,4,5,1,0,191,0,3,194,221,0.34,0.878
"9793","Cochabamba","Cochabamba","Colegio Sergio Almaraz Paz",121,0,1,0,68,6,8,0,0,204,0,9,213,230,0.333,0.926
"9794","Cochabamba","Cochabamba","Colegio Sergio Almaraz Paz",118,0,0,0,61,4,7,1,1,192,1,6,199,221,0.318,0.9
"9795","Cochabamba","Cochabamba","Colegio Sergio Almaraz Paz",108,0,2,0,61,2,15,0,0,188,3,6,197,224,0.324,0.879
"9796","Cochabamba","Cochabamba","Colegio Sergio Almaraz Paz",101,0,1,0,72,4,11,0,2,191,1,8,200,224,0.377,0.893
"9797","Cochabamba","Cochabamba","Colegio Sergio Almaraz Paz",112,0,2,0,64,1,10,0,2,191,0,6,197,226,0.335,0.872
"9798","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",132,0,0,0,61,4,21,0,0,218,0,5,223,238,0.28,0.937
"9799","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",120,0,1,1,59,6,16,1,1,205,1,4,210,235,0.288,0.894
"9800","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",116,0,1,1,67,5,14,0,1,205,2,4,211,237,0.327,0.89
"9801","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",100,0,0,0,78,5,17,1,3,204,0,4,208,236,0.382,0.881
"9802","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",132,1,1,0,58,0,15,0,1,208,0,6,214,237,0.279,0.903
"9803","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",123,0,1,0,58,4,21,0,1,208,0,5,213,237,0.279,0.899
"9804","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",107,0,0,0,81,7,10,0,1,206,1,6,213,238,0.393,0.895
"9805","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",102,1,2,1,77,8,12,1,1,205,0,4,209,235,0.376,0.889
"9806","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",117,1,0,0,56,6,11,0,3,194,1,7,202,233,0.289,0.867
"9807","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",125,0,0,0,64,3,8,0,1,201,2,5,208,239,0.318,0.87
"9808","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",135,0,2,1,47,3,12,0,2,202,0,3,205,238,0.233,0.861
"9809","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",124,0,1,0,72,4,10,0,1,212,2,2,216,234,0.34,0.923
"9810","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",122,0,1,0,56,6,22,1,3,211,0,9,220,235,0.265,0.936
"9811","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",120,1,0,0,66,4,16,0,3,210,2,5,217,238,0.314,0.912
"9812","Cochabamba","Cochabamba","Colegio Santo Domingo Savio",109,1,0,0,49,0,17,1,1,178,1,4,183,211,0.275,0.867
"9813","Cochabamba","Cochabamba","Colegio Don Bosco",141,0,0,0,20,7,11,1,1,181,1,2,184,219,0.11,0.84
"9814","Cochabamba","Cochabamba","Colegio Don Bosco",161,0,0,0,27,3,3,0,0,194,0,7,201,229,0.139,0.878
"9815","Cochabamba","Cochabamba","Colegio Don Bosco",153,1,0,0,22,2,2,0,1,181,0,1,182,224,0.122,0.812
"9816","Cochabamba","Cochabamba","Colegio Don Bosco",148,0,0,0,32,6,8,1,0,195,1,1,197,226,0.164,0.872
"9817","Cochabamba","Cochabamba","Colegio Don Bosco",140,0,0,1,27,9,3,1,3,184,1,9,194,227,0.147,0.855
"9818","Cochabamba","Cochabamba","Colegio Don Bosco",151,0,0,1,34,3,5,1,1,196,0,5,201,225,0.173,0.893
"9819","Cochabamba","Cochabamba","Colegio Don Bosco",141,0,1,0,34,7,4,0,2,189,1,3,193,225,0.18,0.858
"9820","Cochabamba","Cochabamba","Colegio Don Bosco",148,0,1,1,27,2,5,1,0,185,0,1,186,221,0.146,0.842
"9821","Cochabamba","Cochabamba","Colegio Don Bosco",137,0,0,1,35,5,3,0,0,181,0,3,184,221,0.193,0.833
"9822","Cochabamba","Cochabamba","Colegio Don Bosco",148,0,0,0,30,5,6,0,0,189,0,3,192,225,0.159,0.853
"9823","Cochabamba","Cochabamba","Colegio Don Bosco",132,0,0,1,35,3,13,0,0,184,2,6,192,218,0.19,0.881
"9824","Cochabamba","Cochabamba","Colegio Don Bosco",139,0,0,0,36,1,5,0,0,181,2,5,188,222,0.199,0.847
"9825","Cochabamba","Cochabamba","Colegio Don Bosco",151,0,0,0,27,3,5,0,0,186,1,5,192,218,0.145,0.881
"9826","Cochabamba","Cochabamba","Colegio Don Bosco",164,0,0,3,22,3,5,0,0,197,0,2,199,225,0.112,0.884
"9827","Cochabamba","Cochabamba","Colegio Don Bosco",150,0,0,0,27,1,2,1,0,181,1,4,186,220,0.149,0.845
"9828","Cochabamba","Cochabamba","Colegio Don Bosco",152,0,0,0,27,3,5,1,0,188,0,5,193,225,0.144,0.858
"9829","Cochabamba","Cochabamba","Colegio Don Bosco",146,0,0,0,34,3,2,1,0,186,3,4,193,224,0.183,0.862
"9830","Cochabamba","Cochabamba","Colegio Don Bosco",146,0,0,0,33,3,2,0,1,185,1,1,187,223,0.178,0.839
"9831","Cochabamba","Cochabamba","Colegio Don Bosco",149,0,0,0,27,2,2,2,0,182,2,3,187,222,0.148,0.842
"9832","Cochabamba","Cochabamba","Colegio Don Bosco",154,0,0,0,25,3,3,0,0,185,3,4,192,226,0.135,0.85
"9833","Cochabamba","Cochabamba","Colegio Don Bosco",152,0,0,0,26,4,5,1,0,188,0,2,190,228,0.138,0.833
"9834","Cochabamba","Cochabamba","Colegio Don Bosco",159,0,1,0,22,3,4,0,1,190,1,2,193,217,0.116,0.889
"9835","Cochabamba","Cochabamba","Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",151,0,1,0,29,1,2,0,1,185,1,5,191,224,0.157,0.853
"9836","Cochabamba","Cochabamba","Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",133,1,0,0,42,4,7,0,1,188,1,2,191,227,0.223,0.841
"9837","Cochabamba","Cochabamba","Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",139,0,0,0,40,5,6,0,1,191,0,7,198,218,0.209,0.908
"9838","Cochabamba","Cochabamba","Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",143,0,1,0,44,2,6,0,0,196,0,3,199,220,0.224,0.905
"9839","Cochabamba","Cochabamba","Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",141,1,0,0,37,3,5,1,0,188,2,2,192,223,0.197,0.861
"9840","Cochabamba","Cochabamba","Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",136,2,0,1,37,2,7,2,0,187,1,2,190,221,0.198,0.86
"9841","Cochabamba","Cochabamba","Unidad Educativa Domingo Savio (Ex Lorenzo Filho)",156,0,0,0,33,0,9,0,1,199,2,3,204,228,0.166,0.895
"9842","Cochabamba","Cochabamba","Colegio Loyola",150,0,1,2,24,4,1,0,1,183,0,5,188,222,0.131,0.847
"9843","Cochabamba","Cochabamba","Colegio Loyola",158,0,0,0,32,1,2,0,0,193,0,2,195,222,0.166,0.878
"9844","Cochabamba","Cochabamba","Colegio Loyola",149,1,1,0,25,1,8,2,0,187,0,3,190,224,0.134,0.848
"9845","Cochabamba","Cochabamba","Colegio Loyola",147,0,1,0,32,4,6,1,0,191,1,2,194,218,0.168,0.89
"9846","Cochabamba","Cochabamba","Colegio Loyola",140,1,0,0,38,2,8,1,1,191,0,5,196,229,0.199,0.856
"9847","Cochabamba","Cochabamba","Colegio Loyola",145,0,0,1,29,2,2,0,1,180,1,7,188,214,0.161,0.879
"9848","Cochabamba","Cochabamba","Colegio Loyola",158,1,2,0,24,1,8,1,1,196,0,4,200,228,0.122,0.877
"9849","Cochabamba","Cochabamba","Colegio Loyola",141,0,0,1,26,6,7,0,0,181,1,7,189,216,0.144,0.875
"9850","Cochabamba","Cochabamba","Colegio Loyola",137,0,0,0,32,3,4,0,0,176,1,7,184,218,0.182,0.844
"9851","Cochabamba","Cochabamba","Colegio Loyola",126,1,0,0,31,0,7,0,0,165,1,7,173,207,0.188,0.836
"9852","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",146,0,0,0,39,2,6,1,0,194,0,6,200,228,0.201,0.877
"9853","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",153,0,0,0,30,1,10,3,0,197,1,3,201,226,0.152,0.889
"9854","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",127,0,1,0,33,0,11,1,2,175,0,8,183,215,0.189,0.851
"9855","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",146,0,0,0,43,5,6,1,0,201,0,2,203,218,0.214,0.931
"9856","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",155,0,2,0,28,3,8,0,1,197,1,2,200,220,0.142,0.909
"9857","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",136,0,0,0,37,5,10,0,0,188,0,7,195,217,0.197,0.899
"9858","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",132,0,2,1,46,2,7,0,0,190,0,2,192,218,0.242,0.881
"9859","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",143,0,0,0,39,3,6,0,2,193,1,3,197,224,0.202,0.879
"9860","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",159,0,1,0,38,2,6,1,0,207,0,2,209,226,0.184,0.925
"9861","Cochabamba","Cochabamba","Escuela Gualberto Villarroel",146,0,3,0,31,1,9,0,0,190,2,4,196,219,0.163,0.895
"9862","Cochabamba","Cochabamba","Colegio Albert Einstein",149,0,0,1,41,5,5,2,1,204,2,2,208,227,0.201,0.916
"9863","Cochabamba","Cochabamba","Colegio Albert Einstein",157,0,0,1,36,3,5,1,0,203,0,6,209,228,0.177,0.917
"9864","Cochabamba","Cochabamba","Colegio Albert Einstein",150,0,1,1,30,2,6,1,0,191,0,7,198,219,0.157,0.904
"9865","Cochabamba","Cochabamba","Colegio Albert Einstein",134,1,0,1,54,2,4,0,1,197,0,9,206,223,0.274,0.924
"9866","Cochabamba","Cochabamba","Colegio Albert Einstein",137,0,1,2,43,2,3,2,1,191,2,10,203,219,0.225,0.927
"9867","Cochabamba","Cochabamba","Colegio Albert Einstein",134,0,1,0,48,4,5,1,0,193,0,3,196,226,0.249,0.867
"9868","Cochabamba","Cochabamba","Colegio Albert Einstein",141,0,0,1,32,4,4,3,0,185,0,8,193,224,0.173,0.862
"9869","Cochabamba","Cochabamba","Colegio Albert Einstein",156,0,0,0,20,5,6,0,1,188,0,1,189,219,0.106,0.863
"9870","Cochabamba","Cochabamba","Colegio Albert Einstein",142,1,0,0,29,1,5,0,0,178,0,7,185,216,0.163,0.856
"9871","Cochabamba","Cochabamba","Colegio Albert Einstein",145,0,0,0,38,4,3,0,1,191,0,7,198,219,0.199,0.904
"9872","Cochabamba","Cochabamba","Colegio Albert Einstein",163,0,0,1,28,1,2,0,3,198,0,4,202,230,0.141,0.878
"9873","Cochabamba","Cochabamba","Colegio Albert Einstein",148,1,0,0,35,2,2,0,2,190,0,6,196,214,0.184,0.916
"9874","Cochabamba","Cochabamba","Colegio Albert Einstein",142,0,0,0,35,2,6,1,1,187,0,11,198,222,0.187,0.892
"9875","Cochabamba","Cochabamba","Colegio Albert Einstein",144,1,0,0,37,3,5,1,0,191,1,7,199,228,0.194,0.873
"9876","Cochabamba","Cochabamba","Escuela Jose Gabriel De Gumucio",146,0,0,0,39,3,6,1,0,195,0,6,201,219,0.2,0.918
"9877","Cochabamba","Cochabamba","Escuela Jose Gabriel De Gumucio",143,0,1,1,45,1,2,1,0,194,1,5,200,219,0.232,0.913
"9878","Cochabamba","Cochabamba","Escuela Jose Gabriel De Gumucio",145,0,0,1,26,3,6,0,0,181,2,2,185,213,0.144,0.869
"9879","Cochabamba","Cochabamba","Escuela Jose Gabriel De Gumucio",151,0,0,0,23,3,2,1,0,180,0,2,182,213,0.128,0.854
"9880","Cochabamba","Cochabamba","Escuela Jose Gabriel De Gumucio",156,0,1,1,24,2,5,0,0,189,0,2,191,218,0.127,0.876
"9881","Cochabamba","Cochabamba","Escuela Jose Gabriel De Gumucio",142,0,0,1,36,4,7,2,0,192,0,6,198,221,0.188,0.896
"9882","Cochabamba","Cochabamba","Escuela Jose Gabriel De Gumucio",151,0,1,0,33,3,2,1,0,191,0,5,196,227,0.173,0.863
"9883","Cochabamba","Cochabamba","Escuela Jose Gabriel De Gumucio",156,1,0,0,12,4,5,0,0,178,0,4,182,212,0.067,0.858
"9884","Cochabamba","Cochabamba","Escuela Jose Gabriel De Gumucio",143,1,1,0,38,2,2,2,1,190,0,6,196,219,0.2,0.895
"9885","Cochabamba","Cochabamba","Colegio Cristo Rey",134,0,1,1,38,2,0,1,0,177,0,5,182,215,0.215,0.847
"9886","Cochabamba","Cochabamba","Colegio Cristo Rey",133,0,1,3,42,6,6,0,2,193,1,2,196,228,0.218,0.86
"9887","Cochabamba","Cochabamba","Colegio Cristo Rey",154,1,0,0,27,4,5,0,1,192,0,3,195,218,0.141,0.894
"9888","Cochabamba","Cochabamba","Colegio Cristo Rey",156,0,1,0,30,7,0,0,1,195,0,3,198,225,0.154,0.88
"9889","Cochabamba","Cochabamba","Colegio Cristo Rey",144,1,1,1,44,1,2,3,0,197,0,5,202,219,0.223,0.922
"9890","Cochabamba","Cochabamba","Colegio Cristo Rey",130,3,0,0,40,5,11,1,2,192,0,5,197,228,0.208,0.864
"9891","Cochabamba","Cochabamba","Colegio Cristo Rey",148,0,0,1,40,5,2,0,0,196,1,2,199,219,0.204,0.909
"9892","Cochabamba","Cochabamba","Colegio Cristo Rey",144,1,2,2,42,3,3,1,0,198,0,8,206,232,0.212,0.888
"9893","Cochabamba","Cochabamba","Colegio Cristo Rey",131,0,0,1,38,2,7,0,1,180,1,6,187,215,0.211,0.87
"9894","Cochabamba","Cochabamba","Colegio Cristo Rey",140,1,1,1,36,2,9,1,0,191,0,4,195,223,0.188,0.874
"9895","Cochabamba","Cochabamba","Colegio Cristo Rey",149,0,0,0,30,3,6,1,0,189,1,5,195,218,0.159,0.894
"9896","Cochabamba","Cochabamba","Colegio Cristo Rey",149,2,0,1,39,2,3,0,1,197,1,3,201,227,0.198,0.885
"9897","Cochabamba","Cochabamba","Colegio Cristo Rey",144,0,0,0,39,1,4,1,0,189,1,3,193,221,0.206,0.873
"9898","Cochabamba","Cochabamba","Colegio Cristo Rey",147,0,0,0,31,7,7,2,1,195,2,3,200,221,0.159,0.905
"9899","Cochabamba","Cochabamba","Colegio Cristo Rey",138,0,0,1,28,2,8,2,1,180,0,9,189,218,0.156,0.867
"9900","Cochabamba","Cochabamba","Colegio Cristo Rey",136,0,0,2,31,4,9,1,0,183,1,10,194,217,0.169,0.894
"9901","Cochabamba","Cochabamba","Colegio Cristo Rey",161,0,0,0,27,2,1,1,0,192,0,5,197,226,0.141,0.872
"9902","Cochabamba","Cochabamba","Colegio Cristo Rey",161,1,2,0,32,2,3,0,1,202,1,8,211,227,0.158,0.93
"9903","Cochabamba","Cochabamba","Colegio Cristo Rey",138,1,0,1,45,3,2,0,0,190,0,5,195,216,0.237,0.903
"9904","Cochabamba","Cochabamba","Colegio Cristo Rey",131,1,0,1,56,2,4,0,1,196,2,3,201,225,0.286,0.893
"9905","Cochabamba","Cochabamba","Colegio Cristo Rey",145,0,1,1,48,4,4,0,1,204,0,3,207,228,0.235,0.908
"9906","Cochabamba","Cochabamba","Colegio Cristo Rey",158,0,1,0,32,2,4,0,2,199,2,5,206,223,0.161,0.924
"9907","Cochabamba","Cochabamba","Colegio Paulo VI",151,0,0,0,29,1,5,0,0,186,1,13,200,223,0.156,0.897
"9908","Cochabamba","Cochabamba","Colegio Paulo VI",146,0,0,0,33,3,3,0,1,186,0,2,188,215,0.177,0.874
"9909","Cochabamba","Cochabamba","Colegio Paulo VI",146,0,0,0,30,2,0,1,0,179,2,4,185,217,0.168,0.853
"9910","Cochabamba","Cochabamba","Colegio Paulo VI",148,0,1,1,30,2,4,0,1,187,4,1,192,223,0.16,0.861
"9911","Cochabamba","Cochabamba","Colegio Paulo VI",136,0,1,0,35,3,2,1,1,179,1,8,188,216,0.196,0.87
"9912","Cochabamba","Cochabamba","Colegio Paulo VI",143,0,0,2,26,2,3,0,1,177,0,9,186,210,0.147,0.886
"9913","Cochabamba","Cochabamba","Colegio Paulo VI",149,0,0,2,31,1,2,0,1,186,0,5,191,222,0.167,0.86
"9914","Cochabamba","Cochabamba","Colegio Paulo VI",137,0,0,3,30,6,6,0,0,182,3,5,190,214,0.165,0.888
"9915","Cochabamba","Cochabamba","Colegio Paulo VI",138,0,0,3,34,4,6,1,1,187,1,2,190,221,0.182,0.86
"9916","Cochabamba","Cochabamba","Colegio Paulo VI",150,0,0,0,33,5,4,1,1,194,1,0,195,219,0.17,0.89
"9917","Cochabamba","Cochabamba","Colegio Paulo VI",152,0,0,0,38,1,2,2,0,195,0,4,199,222,0.195,0.896
"9918","Cochabamba","Cochabamba","Colegio Paulo VI",153,0,0,0,38,3,4,0,1,199,0,4,203,223,0.191,0.91
"9919","Cochabamba","Cochabamba","U. E. España",170,0,1,1,37,2,10,1,3,225,0,4,229,239,0.164,0.958
"9920","Cochabamba","Cochabamba","U. E. España",162,0,0,1,46,4,11,2,1,227,1,4,232,239,0.203,0.971
"9921","Cochabamba","Cochabamba","U. E. España",159,0,0,0,50,3,8,1,0,221,1,8,230,233,0.226,0.987
"9922","Cochabamba","Cochabamba","U. E. El Principito",177,1,0,0,32,5,3,0,2,220,1,8,229,239,0.145,0.958
"9923","Cochabamba","Cochabamba","U. E. El Principito",136,0,0,0,27,2,3,0,0,168,1,12,181,187,0.161,0.968
"9924","Cochabamba","Cochabamba","Instituto Americano",146,0,1,1,33,2,4,1,1,189,1,6,196,233,0.175,0.841
"9925","Cochabamba","Cochabamba","Instituto Americano",139,0,0,1,40,3,5,0,0,188,0,9,197,221,0.213,0.891
"9926","Cochabamba","Cochabamba","Instituto Americano",162,0,0,0,39,2,3,0,0,206,1,4,211,233,0.189,0.906
"9927","Cochabamba","Cochabamba","Instituto Americano",141,0,3,0,31,4,8,1,0,188,1,4,193,220,0.165,0.877
"9928","Cochabamba","Cochabamba","Instituto Americano",131,0,1,1,40,5,8,1,0,187,4,4,195,228,0.214,0.855
"9929","Cochabamba","Cochabamba","Instituto Americano",143,1,0,1,40,1,8,3,1,198,1,7,206,229,0.202,0.9
"9930","Cochabamba","Cochabamba","Instituto Americano",132,0,1,0,44,4,5,1,1,188,1,6,195,225,0.234,0.867
"9931","Cochabamba","Cochabamba","Instituto Americano",142,0,1,0,54,4,3,1,2,207,1,6,214,233,0.261,0.918
"9932","Cochabamba","Cochabamba","Instituto Americano",124,0,0,0,48,5,11,1,1,190,2,5,197,228,0.253,0.864
"9933","Cochabamba","Cochabamba","Instituto Americano",144,0,1,1,38,2,2,0,3,191,1,8,200,229,0.199,0.873
"9934","Cochabamba","Cochabamba","Instituto Americano",138,0,0,0,37,1,4,2,1,183,0,7,190,221,0.202,0.86
"9935","Cochabamba","Cochabamba","Instituto Americano",144,0,0,0,37,2,9,0,1,193,1,5,199,232,0.192,0.858
"9936","Cochabamba","Cochabamba","Instituto Americano",154,1,0,2,34,3,5,0,1,200,0,3,203,227,0.17,0.894
"9937","Cochabamba","Cochabamba","Instituto Americano",141,0,0,0,36,4,1,0,0,182,1,6,189,227,0.198,0.833
"9938","Cochabamba","Cochabamba","Instituto Americano",132,0,0,0,46,3,7,0,0,188,2,2,192,225,0.245,0.853
"9939","Cochabamba","Cochabamba","Instituto Americano",151,0,0,0,30,1,6,1,0,189,0,4,193,222,0.159,0.869
"9940","Cochabamba","Cochabamba","Instituto Americano",151,0,1,0,35,4,7,0,1,199,1,3,203,231,0.176,0.879
"9941","Cochabamba","Cochabamba","Instituto Americano",130,0,0,1,58,2,10,0,0,201,0,5,206,233,0.289,0.884
"9942","Cochabamba","Cochabamba","Instituto Americano",164,0,0,1,26,3,3,0,0,197,0,2,199,230,0.132,0.865
"9943","Cochabamba","Cochabamba","Instituto Americano",144,0,1,0,46,4,8,0,0,203,1,6,210,230,0.227,0.913
"9944","Cochabamba","Cochabamba","Instituto Americano",155,0,0,0,27,1,4,1,0,188,0,4,192,226,0.144,0.85
"9945","Cochabamba","Cochabamba","Instituto Americano",156,0,0,0,31,2,3,0,0,192,0,7,199,229,0.161,0.869
"9946","Cochabamba","Cochabamba","Instituto Americano",148,0,1,0,24,3,1,1,4,182,1,3,186,223,0.132,0.834
"9947","Cochabamba","Cochabamba","Instituto Americano",138,0,1,1,41,6,10,1,1,199,2,1,202,229,0.206,0.882
"9948","Cochabamba","Cochabamba","Instituto Americano",153,0,1,0,37,1,3,0,1,196,0,2,198,224,0.189,0.884
"9949","Cochabamba","Cochabamba","Instituto Americano",147,0,0,0,44,1,4,1,0,197,1,4,202,231,0.223,0.874
"9950","Cochabamba","Cochabamba","Instituto Americano",152,0,0,1,32,3,9,0,0,197,0,5,202,230,0.162,0.878
"9951","Cochabamba","Cochabamba","Instituto Americano",152,0,0,1,29,3,6,0,1,192,2,8,202,229,0.151,0.882
"9952","Cochabamba","Cochabamba","Instituto Americano",167,0,0,0,18,4,6,0,1,196,0,5,201,231,0.092,0.87
"9953","Cochabamba","Cochabamba","Instituto Americano",144,1,1,0,38,4,7,0,0,195,2,6,203,228,0.195,0.89
"9954","Cochabamba","Cochabamba","Instituto Americano",151,0,0,0,35,4,3,3,0,196,1,1,198,225,0.179,0.88
"9955","Cochabamba","Cochabamba","Instituto Americano",142,0,0,0,50,6,3,0,1,202,1,8,211,228,0.248,0.925
"9956","Cochabamba","Cochabamba","Instituto Americano",164,0,0,0,21,1,5,0,0,191,0,4,195,225,0.11,0.867
"9957","Cochabamba","Cochabamba","Colegio Jaime Escalante",148,0,1,0,42,1,1,0,0,193,1,3,197,219,0.218,0.9
"9958","Cochabamba","Cochabamba","Colegio Jaime Escalante",137,0,1,0,37,5,7,1,2,190,2,6,198,223,0.195,0.888
"9959","Cochabamba","Cochabamba","Colegio Jaime Escalante",151,0,2,0,27,4,3,0,0,187,1,5,193,228,0.144,0.846
"9960","Cochabamba","Cochabamba","Colegio Jaime Escalante",147,0,0,1,37,1,6,1,0,193,0,4,197,217,0.192,0.908
"9961","Cochabamba","Cochabamba","Colegio Jaime Escalante",146,0,1,0,37,0,5,1,0,190,1,2,193,221,0.195,0.873
"9962","Cochabamba","Cochabamba","Colegio Jaime Escalante",150,0,0,1,27,4,2,1,0,185,1,4,190,221,0.146,0.86
"9963","Cochabamba","Cochabamba","Colegio Jaime Escalante",165,0,0,1,19,0,1,1,0,187,3,3,193,229,0.102,0.843
"9964","Cochabamba","Cochabamba","Escuela Maryknoll",165,0,0,1,24,3,5,0,0,198,0,1,199,226,0.121,0.881
"9965","Cochabamba","Cochabamba","Escuela Maryknoll",165,0,0,1,19,1,1,1,0,188,2,2,192,227,0.101,0.846
"9966","Cochabamba","Cochabamba","Escuela Maryknoll",171,0,0,1,13,1,5,0,0,191,0,5,196,221,0.068,0.887
"9967","Cochabamba","Cochabamba","Escuela Maryknoll",151,0,0,1,26,2,4,1,1,186,1,1,188,216,0.14,0.87
"9968","Cochabamba","Cochabamba","Escuela Maryknoll",156,0,0,0,27,2,7,0,0,192,0,5,197,226,0.141,0.872
"9969","Cochabamba","Cochabamba","Escuela Maryknoll",164,0,0,0,20,2,3,2,0,191,1,2,194,221,0.105,0.878
"9970","Cochabamba","Cochabamba","Escuela Maryknoll",168,0,0,0,20,4,6,0,1,199,4,4,207,225,0.101,0.92
"9971","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",153,2,1,2,17,1,4,0,0,180,2,5,187,221,0.094,0.846
"9972","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",141,0,0,1,24,2,2,0,1,171,1,7,179,212,0.14,0.844
"9973","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",150,0,0,1,12,2,1,0,0,166,0,6,172,220,0.072,0.782
"9974","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",152,0,0,0,16,7,1,1,0,177,0,1,178,215,0.09,0.828
"9975","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",139,0,0,0,23,0,1,0,0,163,0,3,166,214,0.141,0.776
"9976","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",152,0,0,0,18,0,0,1,1,172,0,2,174,215,0.105,0.809
"9977","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",154,0,0,0,20,3,4,0,0,181,1,2,184,213,0.11,0.864
"9978","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",154,0,2,1,20,2,2,1,1,183,1,3,187,212,0.109,0.882
"9979","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",144,0,0,0,25,0,2,1,0,172,0,3,175,211,0.145,0.829
"9980","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",159,0,0,1,18,2,1,0,0,181,0,3,184,216,0.099,0.852
"9981","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",143,0,0,0,18,5,3,1,1,171,2,7,180,214,0.105,0.841
"9982","Cochabamba","Cochabamba","Centro Inmaculada Concepcion",155,0,0,1,19,0,2,0,0,177,0,2,179,211,0.107,0.848
"9983","Cochabamba","Cochabamba","U. E. Isaac Attie",189,1,0,1,29,2,1,0,0,223,0,2,225,239,0.13,0.941
"9984","Cochabamba","Cochabamba","U. E. Oscar Alfaro",141,0,0,0,67,0,5,0,1,214,0,6,220,235,0.313,0.936
"9985","Cochabamba","Cochabamba","U. E. Oscar Alfaro",149,2,0,0,58,8,21,1,1,240,2,3,245,257,0.242,0.953
"9986","Cochabamba","Cochabamba","U.E. Genoveva Ríos",121,0,0,0,82,5,17,0,0,225,1,5,231,240,0.364,0.963
"9987","Cochabamba","Cochabamba","U.E. Genoveva Ríos",111,0,1,0,92,8,13,0,2,227,2,2,231,238,0.405,0.971
"9988","Cochabamba","Cochabamba","U.E. Genoveva Ríos",137,0,3,0,72,4,10,0,1,227,1,7,235,240,0.317,0.979
"9989","Cochabamba","Cochabamba","Unidad Educativa San Miguel",71,0,0,0,97,6,13,1,2,190,1,8,199,229,0.511,0.869
"9990","Cochabamba","Cochabamba","Unidad Educativa San Miguel",69,1,2,1,110,5,10,1,3,202,1,3,206,226,0.545,0.912
"9991","Cochabamba","Cochabamba","Unidad Educativa San Miguel",57,0,1,0,114,2,18,0,0,192,0,4,196,230,0.594,0.852
"9992","Cochabamba","Cochabamba","Unidad Educativa San Miguel",44,0,0,1,122,5,19,0,1,192,0,9,201,227,0.635,0.885
"9993","Cochabamba","Cochabamba","Unidad Educativa San Miguel",74,0,1,0,89,2,15,0,0,181,3,12,196,224,0.492,0.875
"9994","Cochabamba","Cochabamba","Unidad Educativa San Miguel",69,0,0,3,104,3,6,0,0,185,2,7,194,225,0.562,0.862
"9995","Cochabamba","Cochabamba","Unidad Educativa San Miguel",57,1,1,0,110,1,14,0,2,186,3,9,198,224,0.591,0.884
"9996","Cochabamba","Cochabamba","Unidad Educativa San Miguel",64,0,2,1,109,4,10,0,2,192,1,5,198,228,0.568,0.868
"9997","Cochabamba","Cochabamba","Unidad Educativa San Miguel",54,0,1,1,121,2,10,0,2,191,2,5,198,225,0.634,0.88
"9998","Cochabamba","Cochabamba","Unidad Educativa San Miguel",56,0,0,0,102,6,15,3,3,185,2,9,196,228,0.551,0.86
