"","DEPARTMENT","MUNICIPALITY","PRECINCT","CC","FPV","MTS","UCS","MAS","X21F","PDC","MNR","PAN.BOL","VALID","BLANK","NULL.","VOTES","ELECTORATE","MAS.vote","Turnout"
"23916","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",127,0,0,2,50,17,6,1,0,203,0,3,206,229,0.246,0.9
"23917","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",107,0,0,0,65,20,9,3,0,204,1,7,212,233,0.319,0.91
"23918","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",123,0,1,0,40,13,7,0,0,184,1,3,188,221,0.217,0.851
"23919","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",117,0,0,0,59,10,13,0,2,201,1,6,208,223,0.294,0.933
"23920","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",130,1,0,0,37,17,9,1,0,195,0,5,200,223,0.19,0.897
"23921","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",109,0,0,2,54,13,21,1,1,201,0,5,206,231,0.269,0.892
"23922","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",126,0,0,3,31,19,12,0,0,191,1,0,192,228,0.162,0.842
"23923","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",123,0,0,0,40,23,13,0,0,199,1,7,207,223,0.201,0.928
"23924","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",124,0,0,0,40,20,10,1,1,196,0,8,204,226,0.204,0.903
"23925","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",138,0,0,0,53,12,0,7,0,210,1,3,214,230,0.252,0.93
"23926","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",111,1,0,0,58,14,7,1,0,192,0,9,201,226,0.302,0.889
"23927","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",120,1,0,0,38,23,9,1,0,192,1,3,196,220,0.198,0.891
"23928","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",131,0,0,0,46,14,9,0,0,200,0,3,203,232,0.23,0.875
"23929","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",107,1,0,1,40,26,14,2,0,191,0,5,196,229,0.209,0.856
"23930","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",118,2,0,1,53,13,13,3,0,203,2,4,209,227,0.261,0.921
"23931","Santa Cruz","Santa Cruz de La Sierra","Col. Unidad Educativa La Colina",117,0,1,0,55,13,3,1,0,190,5,4,199,224,0.289,0.888
"23932","Santa Cruz","Santa Cruz de La Sierra","Modulo Educativo 24 De Septiembre",126,0,1,1,39,10,9,1,0,187,2,7,196,237,0.209,0.827
"23933","Santa Cruz","Santa Cruz de La Sierra","Modulo Educativo 24 De Septiembre",100,0,0,1,36,16,10,0,1,164,0,4,168,195,0.22,0.862
"23934","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",106,0,0,1,44,18,14,2,0,185,1,8,194,230,0.238,0.843
"23935","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",122,0,0,0,54,11,13,1,0,201,1,2,204,228,0.269,0.895
"23936","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",92,0,2,1,72,10,19,2,1,199,2,7,208,228,0.362,0.912
"23937","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",98,0,0,3,63,20,11,4,0,199,3,4,206,227,0.317,0.907
"23938","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",110,0,0,1,52,16,16,1,0,196,1,7,204,231,0.265,0.883
"23939","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",104,0,1,1,70,9,11,2,1,199,0,5,204,232,0.352,0.879
"23940","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",116,0,0,1,45,13,15,3,0,193,3,5,201,230,0.233,0.874
"23941","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",94,0,1,1,68,16,13,0,2,195,2,3,200,226,0.349,0.885
"23942","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",97,0,0,0,67,14,10,2,0,190,2,7,199,219,0.353,0.909
"23943","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. 29 De Diciembre",97,1,0,0,75,18,13,1,0,205,1,7,213,244,0.366,0.873
"23944","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",119,0,0,1,47,18,9,0,0,194,4,6,204,231,0.242,0.883
"23945","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",124,0,0,1,46,7,13,2,0,193,1,8,202,227,0.238,0.89
"23946","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",134,2,0,1,48,10,5,2,0,202,0,3,205,221,0.238,0.928
"23947","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",100,0,1,2,57,15,23,0,0,198,0,7,205,236,0.288,0.869
"23948","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",113,1,0,4,39,20,13,0,0,190,1,7,198,225,0.205,0.88
"23949","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",116,1,1,0,50,13,18,0,0,199,0,3,202,229,0.251,0.882
"23950","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",120,1,2,0,41,11,11,2,0,188,1,2,191,230,0.218,0.83
"23951","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",118,1,0,2,42,10,17,1,0,191,0,7,198,222,0.22,0.892
"23952","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",113,0,0,0,51,12,14,1,1,192,1,4,197,224,0.266,0.879
"23953","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",128,2,1,6,35,18,8,2,1,201,1,6,208,225,0.174,0.924
"23954","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",105,0,0,1,53,14,19,0,0,192,2,5,199,223,0.276,0.892
"23955","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",129,0,1,0,47,9,11,0,1,198,0,7,205,226,0.237,0.907
"23956","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",126,0,0,3,41,22,5,1,0,198,0,4,202,228,0.207,0.886
"23957","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",131,0,1,2,40,14,7,0,0,195,0,2,197,222,0.205,0.887
"23958","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",119,0,0,2,43,18,10,0,1,193,0,9,202,225,0.223,0.898
"23959","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",122,1,0,0,36,16,15,0,1,191,1,11,203,230,0.188,0.883
"23960","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Hilanderia",91,0,0,1,42,8,10,0,1,153,1,4,158,174,0.275,0.908
"23961","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",132,0,0,1,41,20,6,2,0,202,1,5,208,230,0.203,0.904
"23962","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",142,2,0,2,28,14,8,0,1,197,3,9,209,225,0.142,0.929
"23963","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",127,0,1,1,42,17,13,1,1,203,0,4,207,226,0.207,0.916
"23964","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",117,0,2,0,49,16,4,0,0,188,2,4,194,220,0.261,0.882
"23965","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",142,1,0,0,25,7,8,1,0,184,3,6,193,224,0.136,0.862
"23966","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",130,1,2,0,32,18,7,0,0,190,0,9,199,226,0.168,0.881
"23967","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",111,0,0,1,61,11,8,1,0,193,1,7,201,224,0.316,0.897
"23968","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",140,0,0,1,38,12,10,3,0,204,0,3,207,230,0.186,0.9
"23969","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",126,0,0,0,28,18,9,0,0,181,0,21,202,226,0.155,0.894
"23970","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",125,1,0,0,45,18,8,0,0,197,1,4,202,220,0.228,0.918
"23971","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",131,0,0,3,41,14,8,0,0,197,2,3,202,220,0.208,0.918
"23972","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",137,0,0,0,27,24,10,1,0,199,2,10,211,229,0.136,0.921
"23973","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",134,0,0,1,35,21,10,1,1,203,2,5,210,229,0.172,0.917
"23974","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Sara Porras De Pinto",97,1,2,0,30,16,14,0,0,160,2,6,168,192,0.188,0.875
"23975","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",102,1,0,1,68,14,0,0,0,186,1,6,193,227,0.366,0.85
"23976","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",75,2,0,1,83,22,17,2,0,202,0,3,205,231,0.411,0.887
"23977","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",90,1,0,1,75,12,9,1,0,189,2,7,198,229,0.397,0.865
"23978","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",88,0,0,1,68,11,20,0,0,188,3,4,195,229,0.362,0.852
"23979","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",94,1,1,1,75,17,8,0,0,197,2,5,204,229,0.381,0.891
"23980","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",75,1,0,1,80,11,15,3,1,187,1,2,190,227,0.428,0.837
"23981","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",89,0,0,2,65,16,12,0,0,184,0,11,195,228,0.353,0.855
"23982","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",94,0,0,2,75,18,10,1,2,202,1,3,206,230,0.371,0.896
"23983","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",95,1,1,0,64,17,9,1,1,189,2,7,198,223,0.339,0.888
"23984","Santa Cruz","Santa Cruz de La Sierra","Col. Escuela Ambrocio Villarroel",87,1,2,1,64,19,19,3,0,196,1,3,200,225,0.327,0.889
"23985","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",107,0,0,0,61,16,11,1,0,196,3,8,207,231,0.311,0.896
"23986","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",123,0,1,0,46,15,6,2,2,195,0,3,198,227,0.236,0.872
"23987","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",106,0,1,2,45,24,9,0,0,187,0,6,193,220,0.241,0.877
"23988","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",120,0,0,1,54,11,9,0,0,195,1,2,198,226,0.277,0.876
"23989","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",115,1,0,0,48,6,21,0,0,191,1,6,198,223,0.251,0.888
"23990","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",111,0,0,0,63,14,12,1,0,201,1,3,205,228,0.313,0.899
"23991","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",101,2,1,1,65,12,16,2,0,200,1,6,207,229,0.325,0.904
"23992","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",91,0,0,1,91,8,14,2,1,208,3,3,214,232,0.438,0.922
"23993","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",117,0,0,0,43,16,7,2,0,185,2,7,194,231,0.232,0.84
"23994","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",96,0,1,0,72,12,8,0,1,190,1,2,193,228,0.379,0.846
"23995","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",117,0,1,2,53,13,11,2,1,200,0,8,208,227,0.265,0.916
"23996","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",119,0,0,1,49,12,10,0,0,191,4,6,201,227,0.257,0.885
"23997","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",112,0,1,2,60,14,12,1,0,202,3,8,213,231,0.297,0.922
"23998","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",98,0,3,0,71,8,8,1,2,191,2,5,198,228,0.372,0.868
"23999","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",116,1,0,1,49,17,11,3,0,198,2,5,205,230,0.247,0.891
"24000","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",112,2,0,0,51,19,10,0,0,194,0,15,209,233,0.263,0.897
"24001","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",83,0,0,1,89,13,4,2,0,192,2,4,198,227,0.464,0.872
"24002","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",109,0,0,1,61,15,9,1,1,197,0,5,202,227,0.31,0.89
"24003","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",111,0,0,0,52,18,13,0,0,194,0,9,203,223,0.268,0.91
"24004","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",104,0,0,1,63,11,15,1,1,196,0,5,201,229,0.321,0.878
"24005","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",110,1,0,2,55,11,14,0,0,193,2,3,198,226,0.285,0.876
"24006","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",119,0,0,2,57,12,6,0,0,196,0,13,209,227,0.291,0.921
"24007","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",102,1,1,0,61,11,13,1,2,192,1,7,200,229,0.318,0.873
"24008","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",96,0,0,0,84,10,17,0,2,209,1,4,214,233,0.402,0.918
"24009","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",119,1,0,0,50,13,14,3,2,202,1,5,208,227,0.248,0.916
"24010","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",115,1,0,2,64,12,8,0,0,202,2,2,206,227,0.317,0.907
"24011","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",113,0,1,2,59,11,12,0,0,198,1,6,205,226,0.298,0.907
"24012","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",119,2,0,3,58,4,8,2,0,196,0,7,203,219,0.296,0.927
"24013","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",98,0,2,1,69,13,14,1,0,198,0,7,205,233,0.348,0.88
"24014","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",124,1,0,0,41,14,14,0,1,195,0,3,198,227,0.21,0.872
"24015","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",119,0,0,1,58,10,11,0,0,199,0,5,204,226,0.291,0.903
"24016","Santa Cruz","Santa Cruz de La Sierra","Colegio Domingo Savio - Don Bosco",104,1,0,0,64,8,15,2,1,195,1,5,201,231,0.328,0.87
"24017","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",108,0,0,4,58,13,6,1,0,190,2,7,199,223,0.305,0.892
"24018","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",124,1,0,3,52,22,5,0,1,208,1,3,212,231,0.25,0.918
"24019","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",125,0,0,2,41,21,7,2,0,198,2,6,206,228,0.207,0.904
"24020","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",113,0,0,0,61,18,9,0,0,201,2,10,213,230,0.303,0.926
"24021","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",104,0,0,2,63,15,13,1,0,198,0,8,206,226,0.318,0.912
"24022","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",107,0,1,1,61,16,14,1,1,202,3,1,206,231,0.302,0.892
"24023","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",107,0,0,1,64,15,9,1,0,197,2,3,202,225,0.325,0.898
"24024","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",126,1,0,2,49,17,11,3,0,209,1,5,215,230,0.234,0.935
"24025","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",103,0,1,0,63,11,7,4,1,190,1,6,197,228,0.332,0.864
"24026","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",122,0,0,0,54,18,7,1,0,202,1,1,204,228,0.267,0.895
"24027","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",114,1,0,0,51,21,8,3,0,198,1,3,202,228,0.258,0.886
"24028","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",106,1,0,1,54,17,10,1,0,190,2,4,196,219,0.284,0.895
"24029","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. La Base",113,3,0,0,49,31,11,1,1,209,1,10,220,232,0.234,0.948
"24030","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",144,0,0,0,27,14,10,1,1,197,2,3,202,227,0.137,0.89
"24031","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",157,0,0,1,17,17,7,1,1,201,0,4,205,228,0.085,0.899
"24032","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",144,0,0,1,33,19,7,0,0,204,3,2,209,232,0.162,0.901
"24033","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",154,1,0,1,28,8,7,3,0,202,1,3,206,231,0.139,0.892
"24034","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",144,0,1,0,35,11,14,0,0,205,0,3,208,232,0.171,0.897
"24035","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",144,0,0,0,32,14,8,0,1,199,0,6,205,225,0.161,0.911
"24036","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",140,0,0,1,26,18,6,0,0,191,0,3,194,221,0.136,0.878
"24037","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",138,0,1,0,26,10,10,2,1,188,0,6,194,230,0.138,0.843
"24038","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",149,0,0,0,35,9,7,2,0,202,2,4,208,228,0.173,0.912
"24039","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",156,0,0,0,30,14,5,0,1,206,0,5,211,229,0.146,0.921
"24040","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",157,0,0,1,24,10,7,2,1,202,0,2,204,227,0.119,0.899
"24041","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",161,0,1,1,26,9,7,1,0,206,0,3,209,229,0.126,0.913
"24042","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",140,2,0,2,26,13,7,0,0,190,0,4,194,228,0.137,0.851
"24043","Santa Cruz","Santa Cruz de La Sierra","Col. Modulo Flamingo",113,0,0,1,47,8,6,1,0,176,0,0,176,198,0.267,0.889
"24044","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",147,1,1,1,36,9,11,1,0,207,0,7,214,231,0.174,0.926
"24045","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",149,0,0,0,40,5,9,1,0,204,0,2,206,226,0.196,0.912
"24046","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",140,1,0,0,38,11,6,4,0,200,3,6,209,232,0.19,0.901
"24047","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",139,0,0,0,29,15,3,3,1,190,0,4,194,220,0.153,0.882
"24048","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",135,0,0,3,31,19,11,1,0,200,1,6,207,226,0.155,0.916
"24049","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",124,0,0,1,49,13,12,0,0,199,1,5,205,231,0.246,0.887
"24050","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",124,0,1,3,43,9,25,1,1,207,1,5,213,233,0.208,0.914
"24051","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",147,0,0,0,26,6,8,0,0,187,0,4,191,223,0.139,0.857
"24052","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",143,0,0,0,36,10,15,1,1,206,0,9,215,232,0.175,0.927
"24053","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",151,0,0,2,32,6,11,0,0,202,1,4,207,231,0.158,0.896
"24054","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",153,1,0,1,25,11,14,0,1,206,1,7,214,231,0.121,0.926
"24055","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",146,0,0,0,39,8,5,0,0,198,0,8,206,231,0.197,0.892
"24056","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",152,0,0,1,26,19,9,1,0,208,1,4,213,230,0.125,0.926
"24057","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",130,1,0,1,47,8,11,2,1,201,3,7,211,229,0.234,0.921
"24058","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",137,0,0,3,35,15,3,0,2,195,0,1,196,227,0.179,0.863
"24059","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",152,0,0,1,20,17,5,1,1,197,0,3,200,232,0.102,0.862
"24060","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",127,1,0,0,31,15,9,0,0,183,1,10,194,223,0.169,0.87
"24061","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",145,1,0,0,34,15,10,1,0,206,0,4,210,235,0.165,0.894
"24062","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",138,0,0,2,41,11,7,0,2,201,0,5,206,232,0.204,0.888
"24063","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",137,0,2,4,40,9,6,1,2,201,2,9,212,233,0.199,0.91
"24064","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",154,1,0,0,27,19,7,1,1,210,0,2,212,229,0.129,0.926
"24065","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",157,0,0,2,23,7,7,0,0,196,0,1,197,223,0.117,0.883
"24066","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",158,0,0,0,23,10,8,0,1,200,0,5,205,231,0.115,0.887
"24067","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",153,0,0,0,33,14,10,2,0,212,1,2,215,229,0.156,0.939
"24068","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",150,0,0,0,22,13,9,2,4,200,1,6,207,227,0.11,0.912
"24069","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",152,0,0,0,18,13,6,1,2,192,0,1,193,225,0.094,0.858
"24070","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",149,0,0,0,32,10,13,0,0,204,2,6,212,230,0.157,0.922
"24071","Santa Cruz","Santa Cruz de La Sierra","Col. Hermanos Cavanis",149,0,0,1,32,13,11,1,0,207,2,3,212,230,0.155,0.922
"24072","Santa Cruz","Santa Cruz de La Sierra","Modulo Educativo Jardin Latino",166,1,0,0,22,8,9,4,1,211,1,1,213,232,0.104,0.918
"24073","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",80,1,0,0,70,11,20,0,1,183,2,10,195,228,0.383,0.855
"24074","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",95,0,0,2,65,17,13,1,0,193,1,4,198,225,0.337,0.88
"24075","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",97,0,0,2,47,15,16,1,2,180,3,8,191,222,0.261,0.86
"24076","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",105,0,0,0,70,13,6,1,0,195,2,7,204,231,0.359,0.883
"24077","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",115,2,1,0,58,20,12,2,0,210,1,3,214,236,0.276,0.907
"24078","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",119,1,0,1,46,13,7,3,0,190,0,7,197,227,0.242,0.868
"24079","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",96,0,1,0,62,14,11,0,2,186,2,5,193,225,0.333,0.858
"24080","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",104,1,0,0,57,16,14,0,2,194,3,3,200,231,0.294,0.866
"24081","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",93,0,0,2,65,17,23,1,0,201,1,4,206,230,0.323,0.896
"24082","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",85,0,0,0,73,12,17,2,2,191,0,2,193,227,0.382,0.85
"24083","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",79,0,1,1,88,11,17,0,0,197,1,12,210,234,0.447,0.897
"24084","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",102,0,0,0,52,14,12,3,0,183,0,8,191,231,0.284,0.827
"24085","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",106,0,0,0,50,17,18,1,0,192,1,8,201,228,0.26,0.882
"24086","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",110,0,0,1,47,14,16,0,2,190,0,14,204,226,0.247,0.903
"24087","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",103,0,0,0,66,4,15,4,1,193,1,3,197,227,0.342,0.868
"24088","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",87,0,0,1,77,12,14,1,1,193,1,5,199,230,0.399,0.865
"24089","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",98,0,0,0,55,17,14,2,1,187,2,10,199,233,0.294,0.854
"24090","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",97,0,0,3,56,15,19,2,0,192,2,8,202,228,0.292,0.886
"24091","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",107,0,0,1,48,21,14,2,3,196,1,2,199,228,0.245,0.873
"24092","Santa Cruz","Santa Cruz de La Sierra","Col. Esc. Unzaga De La Vega",89,0,0,0,50,17,26,1,0,183,0,13,196,225,0.273,0.871
